,DEPT,TVD,Incl,Azim Grid,Azim True,VSEC,AHD,NS,EW,DLS,Northing,Easting,Well
8260,3064.1544,2229.05824,29.51652632,171.3263158,173.1463158,1747.678211,1778.829053,-1749.378105,152.3367368,0.368736842,5155791.482,691971.7567,Hebron 9301
8261,3064.3068,2229.19086,29.51568421,171.3342105,173.1542105,1747.752474,1778.903368,-1749.451737,152.3471579,0.371157895,5155791.408,691971.7672,Hebron 9301
8262,3064.4592,2229.32348,29.51484211,171.3421053,173.1621053,1747.826737,1778.977684,-1749.525368,152.3575789,0.373578947,5155791.335,691971.7776,Hebron 9301
8263,3064.6116,2229.4561,29.514,171.35,173.17,1747.901,1779.052,-1749.599,152.368,0.376,5155791.261,691971.788,Hebron 9301
8264,3064.764,2229.58873,29.51315789,171.3578947,173.1778947,1747.975263,1779.126316,-1749.672632,152.3784211,0.378421053,5155791.187,691971.7984,Hebron 9301
8265,3064.9164,2229.72135,29.51231579,171.3657895,173.1857895,1748.049526,1779.200632,-1749.746263,152.3888421,0.380842105,5155791.114,691971.8088,Hebron 9301
8266,3065.0688,2229.85398,29.51147368,171.3736842,173.1936842,1748.123789,1779.274947,-1749.819895,152.3992632,0.383263158,5155791.04,691971.8193,Hebron 9301
8267,3065.2212,2229.98661,29.51063158,171.3815789,173.2015789,1748.198053,1779.349263,-1749.893526,152.4096842,0.385684211,5155790.966,691971.8297,Hebron 9301
8268,3065.3736,2230.11924,29.50978947,171.3894737,173.2094737,1748.272316,1779.423579,-1749.967158,152.4201053,0.388105263,5155790.893,691971.8401,Hebron 9301
8269,3065.526,2230.25187,29.50894737,171.3973684,173.2173684,1748.346579,1779.497895,-1750.040789,152.4305263,0.390526316,5155790.819,691971.8505,Hebron 9301
8270,3065.6784,2230.3845,29.50810526,171.4052632,173.2252632,1748.420842,1779.572211,-1750.114421,152.4409474,0.392947368,5155790.746,691971.8609,Hebron 9301
8271,3065.8308,2230.51713,29.50726316,171.4131579,173.2331579,1748.495105,1779.646526,-1750.188053,152.4513684,0.395368421,5155790.672,691971.8714,Hebron 9301
8272,3065.9832,2230.64976,29.50642105,171.4210526,173.2410526,1748.569368,1779.720842,-1750.261684,152.4617895,0.397789474,5155790.598,691971.8818,Hebron 9301
8273,3066.1356,2230.7824,29.50557895,171.4289474,173.2489474,1748.643632,1779.795158,-1750.335316,152.4722105,0.400210526,5155790.525,691971.8922,Hebron 9301
8274,3066.288,2230.91504,29.50473684,171.4368421,173.2568421,1748.717895,1779.869474,-1750.408947,152.4826316,0.402631579,5155790.451,691971.9026,Hebron 9301
8275,3066.4404,2231.04767,29.50389474,171.4447368,173.2647368,1748.792158,1779.943789,-1750.482579,152.4930526,0.405052632,5155790.377,691971.9131,Hebron 9301
8276,3066.5928,2231.18031,29.50305263,171.4526316,173.2726316,1748.866421,1780.018105,-1750.556211,152.5034737,0.407473684,5155790.304,691971.9235,Hebron 9301
8277,3066.7452,2231.31295,29.50221053,171.4605263,173.2805263,1748.940684,1780.092421,-1750.629842,152.5138947,0.409894737,5155790.23,691971.9339,Hebron 9301
8278,3066.8976,2231.44559,29.50136842,171.4684211,173.2884211,1749.014947,1780.166737,-1750.703474,152.5243158,0.412315789,5155790.157,691971.9443,Hebron 9301
8279,3067.05,2231.57823,29.50052632,171.4763158,173.2963158,1749.089211,1780.241053,-1750.777105,152.5347368,0.414736842,5155790.083,691971.9547,Hebron 9301
8280,3067.2024,2231.71088,29.49968421,171.4842105,173.3042105,1749.163474,1780.315368,-1750.850737,152.5451579,0.417157895,5155790.009,691971.9652,Hebron 9301
8281,3067.3548,2231.84352,29.49884211,171.4921053,173.3121053,1749.237737,1780.389684,-1750.924368,152.5555789,0.419578947,5155789.936,691971.9756,Hebron 9301
8282,3067.5072,2231.97617,29.498,171.5,173.32,1749.312,1780.464,-1750.998,152.566,0.422,5155789.862,691971.986,Hebron 9301
8283,3067.6596,2232.10881,29.49715789,171.5078947,173.3278947,1749.386263,1780.538316,-1751.071632,152.5764211,0.424421053,5155789.788,691971.9964,Hebron 9301
8284,3067.812,2232.24146,29.49631579,171.5157895,173.3357895,1749.460526,1780.612632,-1751.145263,152.5868421,0.426842105,5155789.715,691972.0068,Hebron 9301
8285,3067.9644,2232.37411,29.49547368,171.5236842,173.3436842,1749.534789,1780.686947,-1751.218895,152.5972632,0.429263158,5155789.641,691972.0173,Hebron 9301
8286,3068.1168,2232.50676,29.49463158,171.5315789,173.3515789,1749.609053,1780.761263,-1751.292526,152.6076842,0.431684211,5155789.567,691972.0277,Hebron 9301
8287,3068.2692,2232.63941,29.49378947,171.5394737,173.3594737,1749.683316,1780.835579,-1751.366158,152.6181053,0.434105263,5155789.494,691972.0381,Hebron 9301
8288,3068.4216,2232.77206,29.49294737,171.5473684,173.3673684,1749.757579,1780.909895,-1751.439789,152.6285263,0.436526316,5155789.42,691972.0485,Hebron 9301
8289,3068.574,2232.90471,29.49210526,171.5552632,173.3752632,1749.831842,1780.984211,-1751.513421,152.6389474,0.438947368,5155789.347,691972.0589,Hebron 9301
8290,3068.7264,2233.03737,29.49126316,171.5631579,173.3831579,1749.906105,1781.058526,-1751.587053,152.6493684,0.441368421,5155789.273,691972.0694,Hebron 9301
8291,3068.8788,2233.17002,29.49042105,171.5710526,173.3910526,1749.980368,1781.132842,-1751.660684,152.6597895,0.443789474,5155789.199,691972.0798,Hebron 9301
8292,3069.0312,2233.30268,29.48957895,171.5789474,173.3989474,1750.054632,1781.207158,-1751.734316,152.6702105,0.446210526,5155789.126,691972.0902,Hebron 9301
8293,3069.1836,2233.43534,29.48873684,171.5868421,173.4068421,1750.128895,1781.281474,-1751.807947,152.6806316,0.448631579,5155789.052,691972.1006,Hebron 9301
8294,3069.336,2233.568,29.48789474,171.5947368,173.4147368,1750.203158,1781.355789,-1751.881579,152.6910526,0.451052632,5155788.978,691972.1111,Hebron 9301
8295,3069.4884,2233.70066,29.48705263,171.6026316,173.4226316,1750.277421,1781.430105,-1751.955211,152.7014737,0.453473684,5155788.905,691972.1215,Hebron 9301
8296,3069.6408,2233.83332,29.48621053,171.6105263,173.4305263,1750.351684,1781.504421,-1752.028842,152.7118947,0.455894737,5155788.831,691972.1319,Hebron 9301
8297,3069.7932,2233.96598,29.48536842,171.6184211,173.4384211,1750.425947,1781.578737,-1752.102474,152.7223158,0.458315789,5155788.758,691972.1423,Hebron 9301
8298,3069.9456,2234.09865,29.48452632,171.6263158,173.4463158,1750.500211,1781.653053,-1752.176105,152.7327368,0.460736842,5155788.684,691972.1527,Hebron 9301
8299,3070.098,2234.23131,29.48368421,171.6342105,173.4542105,1750.574474,1781.727368,-1752.249737,152.7431579,0.463157895,5155788.61,691972.1632,Hebron 9301
8300,3070.2504,2234.36398,29.48284211,171.6421053,173.4621053,1750.648737,1781.801684,-1752.323368,152.7535789,0.465578947,5155788.537,691972.1736,Hebron 9301
8301,3070.4028,2234.49664,29.482,171.65,173.47,1750.723,1781.876,-1752.397,152.764,0.468,5155788.463,691972.184,Hebron 9301
8302,3070.5552,2234.62931,29.48115789,171.6578947,173.4778947,1750.797263,1781.950316,-1752.470632,152.7744211,0.470421053,5155788.389,691972.1944,Hebron 9301
8303,3070.7076,2234.76198,29.48031579,171.6657895,173.4857895,1750.871526,1782.024632,-1752.544263,152.7848421,0.472842105,5155788.316,691972.2048,Hebron 9301
8304,3070.86,2234.89465,29.47947368,171.6736842,173.4936842,1750.945789,1782.098947,-1752.617895,152.7952632,0.475263158,5155788.242,691972.2153,Hebron 9301
8305,3071.0124,2235.02732,29.47863158,171.6815789,173.5015789,1751.020053,1782.173263,-1752.691526,152.8056842,0.477684211,5155788.168,691972.2257,Hebron 9301
8306,3071.1648,2235.15999,29.47778947,171.6894737,173.5094737,1751.094316,1782.247579,-1752.765158,152.8161053,0.480105263,5155788.095,691972.2361,Hebron 9301
8307,3071.3172,2235.29267,29.47694737,171.6973684,173.5173684,1751.168579,1782.321895,-1752.838789,152.8265263,0.482526316,5155788.021,691972.2465,Hebron 9301
8308,3071.4696,2235.42534,29.47610526,171.7052632,173.5252632,1751.242842,1782.396211,-1752.912421,152.8369474,0.484947368,5155787.948,691972.2569,Hebron 9301
8309,3071.622,2235.55802,29.47526316,171.7131579,173.5331579,1751.317105,1782.470526,-1752.986053,152.8473684,0.487368421,5155787.874,691972.2674,Hebron 9301
8310,3071.7744,2235.6907,29.47442105,171.7210526,173.5410526,1751.391368,1782.544842,-1753.059684,152.8577895,0.489789474,5155787.8,691972.2778,Hebron 9301
8311,3071.9268,2235.82337,29.47357895,171.7289474,173.5489474,1751.465632,1782.619158,-1753.133316,152.8682105,0.492210526,5155787.727,691972.2882,Hebron 9301
8312,3072.0792,2235.95605,29.47273684,171.7368421,173.5568421,1751.539895,1782.693474,-1753.206947,152.8786316,0.494631579,5155787.653,691972.2986,Hebron 9301
8313,3072.2316,2236.08873,29.47189474,171.7447368,173.5647368,1751.614158,1782.767789,-1753.280579,152.8890526,0.497052632,5155787.579,691972.3091,Hebron 9301
8314,3072.384,2236.22142,29.47105263,171.7526316,173.5726316,1751.688421,1782.842105,-1753.354211,152.8994737,0.499473684,5155787.506,691972.3195,Hebron 9301
8315,3072.5364,2236.3541,29.47021053,171.7605263,173.5805263,1751.762684,1782.916421,-1753.427842,152.9098947,0.501894737,5155787.432,691972.3299,Hebron 9301
8316,3072.6888,2236.48678,29.46936842,171.7684211,173.5884211,1751.836947,1782.990737,-1753.501474,152.9203158,0.504315789,5155787.359,691972.3403,Hebron 9301
8317,3072.8412,2236.61947,29.46852632,171.7763158,173.5963158,1751.911211,1783.065053,-1753.575105,152.9307368,0.506736842,5155787.285,691972.3507,Hebron 9301
8318,3072.9936,2236.75215,29.46768421,171.7842105,173.6042105,1751.985474,1783.139368,-1753.648737,152.9411579,0.509157895,5155787.211,691972.3612,Hebron 9301
8319,3073.146,2236.88484,29.46684211,171.7921053,173.6121053,1752.059737,1783.213684,-1753.722368,152.9515789,0.511578947,5155787.138,691972.3716,Hebron 9301
8320,3073.2984,2237.01753,29.466,171.8,173.62,1752.134,1783.288,-1753.796,152.962,0.514,5155787.064,691972.382,Hebron 9301
8321,3073.4508,2237.15022,29.46515789,171.8078947,173.6278947,1752.208263,1783.362316,-1753.869632,152.9724211,0.516421053,5155786.99,691972.3924,Hebron 9301
8322,3073.6032,2237.28291,29.46431579,171.8157895,173.6357895,1752.282526,1783.436632,-1753.943263,152.9828421,0.518842105,5155786.917,691972.4028,Hebron 9301
8323,3073.7556,2237.4156,29.46347368,171.8236842,173.6436842,1752.356789,1783.510947,-1754.016895,152.9932632,0.521263158,5155786.843,691972.4133,Hebron 9301
8324,3073.908,2237.54829,29.46263158,171.8315789,173.6515789,1752.431053,1783.585263,-1754.090526,153.0036842,0.523684211,5155786.769,691972.4237,Hebron 9301
8325,3074.0604,2237.68099,29.46178947,171.8394737,173.6594737,1752.505316,1783.659579,-1754.164158,153.0141053,0.526105263,5155786.696,691972.4341,Hebron 9301
8326,3074.2128,2237.81368,29.46094737,171.8473684,173.6673684,1752.579579,1783.733895,-1754.237789,153.0245263,0.528526316,5155786.622,691972.4445,Hebron 9301
8327,3074.3652,2237.94638,29.46010526,171.8552632,173.6752632,1752.653842,1783.808211,-1754.311421,153.0349474,0.530947368,5155786.549,691972.4549,Hebron 9301
8328,3074.5176,2238.07908,29.45926316,171.8631579,173.6831579,1752.728105,1783.882526,-1754.385053,153.0453684,0.533368421,5155786.475,691972.4654,Hebron 9301
8329,3074.67,2238.21178,29.45842105,171.8710526,173.6910526,1752.802368,1783.956842,-1754.458684,153.0557895,0.535789474,5155786.401,691972.4758,Hebron 9301
8330,3074.8224,2238.34448,29.45757895,171.8789474,173.6989474,1752.876632,1784.031158,-1754.532316,153.0662105,0.538210526,5155786.328,691972.4862,Hebron 9301
8331,3074.9748,2238.47718,29.45673684,171.8868421,173.7068421,1752.950895,1784.105474,-1754.605947,153.0766316,0.540631579,5155786.254,691972.4966,Hebron 9301
8332,3075.1272,2238.60988,29.45589474,171.8947368,173.7147368,1753.025158,1784.179789,-1754.679579,153.0870526,0.543052632,5155786.18,691972.5071,Hebron 9301
8333,3075.2796,2238.74258,29.45505263,171.9026316,173.7226316,1753.099421,1784.254105,-1754.753211,153.0974737,0.545473684,5155786.107,691972.5175,Hebron 9301
8334,3075.432,2238.87529,29.45421053,171.9105263,173.7305263,1753.173684,1784.328421,-1754.826842,153.1078947,0.547894737,5155786.033,691972.5279,Hebron 9301
8335,3075.5844,2239.00799,29.45336842,171.9184211,173.7384211,1753.247947,1784.402737,-1754.900474,153.1183158,0.550315789,5155785.96,691972.5383,Hebron 9301
8336,3075.7368,2239.1407,29.45252632,171.9263158,173.7463158,1753.322211,1784.477053,-1754.974105,153.1287368,0.552736842,5155785.886,691972.5487,Hebron 9301
8337,3075.8892,2239.2734,29.45168421,171.9342105,173.7542105,1753.396474,1784.551368,-1755.047737,153.1391579,0.555157895,5155785.812,691972.5592,Hebron 9301
8338,3076.0416,2239.40611,29.45084211,171.9421053,173.7621053,1753.470737,1784.625684,-1755.121368,153.1495789,0.557578947,5155785.739,691972.5696,Hebron 9301
8339,3076.194,2239.53882,29.45,171.95,173.77,1753.545,1784.7,-1755.195,153.16,0.56,5155785.665,691972.58,Hebron 9301
8340,3076.3464,2239.67153,29.44915789,171.9578947,173.7778947,1753.619263,1784.774316,-1755.268632,153.1704211,0.562421053,5155785.591,691972.5904,Hebron 9301
8341,3076.4988,2239.80424,29.44831579,171.9657895,173.7857895,1753.693526,1784.848632,-1755.342263,153.1808421,0.564842105,5155785.518,691972.6008,Hebron 9301
8342,3076.6512,2239.93696,29.44747368,171.9736842,173.7936842,1753.767789,1784.922947,-1755.415895,153.1912632,0.567263158,5155785.444,691972.6113,Hebron 9301
8343,3076.8036,2240.06967,29.44663158,171.9815789,173.8015789,1753.842053,1784.997263,-1755.489526,153.2016842,0.569684211,5155785.37,691972.6217,Hebron 9301
8344,3076.956,2240.20239,29.44578947,171.9894737,173.8094737,1753.916316,1785.071579,-1755.563158,153.2121053,0.572105263,5155785.297,691972.6321,Hebron 9301
8345,3077.1084,2240.3351,29.44494737,171.9973684,173.8173684,1753.990579,1785.145895,-1755.636789,153.2225263,0.574526316,5155785.223,691972.6425,Hebron 9301
8346,3077.2608,2240.46782,29.44410526,172.0052632,173.8252632,1754.064842,1785.220211,-1755.710421,153.2329474,0.576947368,5155785.15,691972.6529,Hebron 9301
8347,3077.4132,2240.60054,29.44326316,172.0131579,173.8331579,1754.139105,1785.294526,-1755.784053,153.2433684,0.579368421,5155785.076,691972.6634,Hebron 9301
8348,3077.5656,2240.73326,29.44242105,172.0210526,173.8410526,1754.213368,1785.368842,-1755.857684,153.2537895,0.581789474,5155785.002,691972.6738,Hebron 9301
8349,3077.718,2240.86598,29.44157895,172.0289474,173.8489474,1754.287632,1785.443158,-1755.931316,153.2642105,0.584210526,5155784.929,691972.6842,Hebron 9301
8350,3077.8704,2240.9987,29.44073684,172.0368421,173.8568421,1754.361895,1785.517474,-1756.004947,153.2746316,0.586631579,5155784.855,691972.6946,Hebron 9301
8351,3078.0228,2241.13142,29.43989474,172.0447368,173.8647368,1754.436158,1785.591789,-1756.078579,153.2850526,0.589052632,5155784.781,691972.7051,Hebron 9301
8352,3078.1752,2241.26415,29.43905263,172.0526316,173.8726316,1754.510421,1785.666105,-1756.152211,153.2954737,0.591473684,5155784.708,691972.7155,Hebron 9301
8353,3078.3276,2241.39687,29.43821053,172.0605263,173.8805263,1754.584684,1785.740421,-1756.225842,153.3058947,0.593894737,5155784.634,691972.7259,Hebron 9301
8354,3078.48,2241.5296,29.43736842,172.0684211,173.8884211,1754.658947,1785.814737,-1756.299474,153.3163158,0.596315789,5155784.561,691972.7363,Hebron 9301
8355,3078.6324,2241.66233,29.43652632,172.0763158,173.8963158,1754.733211,1785.889053,-1756.373105,153.3267368,0.598736842,5155784.487,691972.7467,Hebron 9301
8356,3078.7848,2241.79505,29.43568421,172.0842105,173.9042105,1754.807474,1785.963368,-1756.446737,153.3371579,0.601157895,5155784.413,691972.7572,Hebron 9301
8357,3078.9372,2241.92778,29.43484211,172.0921053,173.9121053,1754.881737,1786.037684,-1756.520368,153.3475789,0.603578947,5155784.34,691972.7676,Hebron 9301
8358,3079.0896,2242.06052,29.434,172.1,173.92,1754.956,1786.112,-1756.594,153.358,0.606,5155784.266,691972.778,Hebron 9301
8359,3079.242,2242.19325,29.43315789,172.1078947,173.9278947,1755.030263,1786.186316,-1756.667632,153.3684211,0.608421053,5155784.192,691972.7884,Hebron 9301
8360,3079.3944,2242.32598,29.43231579,172.1157895,173.9357895,1755.104526,1786.260632,-1756.741263,153.3788421,0.610842105,5155784.119,691972.7988,Hebron 9301
8361,3079.5468,2242.45871,29.43147368,172.1236842,173.9436842,1755.178789,1786.334947,-1756.814895,153.3892632,0.613263158,5155784.045,691972.8093,Hebron 9301
8362,3079.6992,2242.59145,29.43063158,172.1315789,173.9515789,1755.253053,1786.409263,-1756.888526,153.3996842,0.615684211,5155783.971,691972.8197,Hebron 9301
8363,3079.8516,2242.72418,29.42978947,172.1394737,173.9594737,1755.327316,1786.483579,-1756.962158,153.4101053,0.618105263,5155783.898,691972.8301,Hebron 9301
8364,3080.004,2242.85692,29.42894737,172.1473684,173.9673684,1755.401579,1786.557895,-1757.035789,153.4205263,0.620526316,5155783.824,691972.8405,Hebron 9301
8365,3080.1564,2242.98966,29.42810526,172.1552632,173.9752632,1755.475842,1786.632211,-1757.109421,153.4309474,0.622947368,5155783.751,691972.8509,Hebron 9301
8366,3080.3088,2243.1224,29.42726316,172.1631579,173.9831579,1755.550105,1786.706526,-1757.183053,153.4413684,0.625368421,5155783.677,691972.8614,Hebron 9301
8367,3080.4612,2243.25514,29.42642105,172.1710526,173.9910526,1755.624368,1786.780842,-1757.256684,153.4517895,0.627789474,5155783.603,691972.8718,Hebron 9301
8368,3080.6136,2243.38788,29.42557895,172.1789474,173.9989474,1755.698632,1786.855158,-1757.330316,153.4622105,0.630210526,5155783.53,691972.8822,Hebron 9301
8369,3080.766,2243.52062,29.42473684,172.1868421,174.0068421,1755.772895,1786.929474,-1757.403947,153.4726316,0.632631579,5155783.456,691972.8926,Hebron 9301
8370,3080.9184,2243.65337,29.42389474,172.1947368,174.0147368,1755.847158,1787.003789,-1757.477579,153.4830526,0.635052632,5155783.382,691972.9031,Hebron 9301
8371,3081.0708,2243.78611,29.42305263,172.2026316,174.0226316,1755.921421,1787.078105,-1757.551211,153.4934737,0.637473684,5155783.309,691972.9135,Hebron 9301
8372,3081.2232,2243.91886,29.42221053,172.2105263,174.0305263,1755.995684,1787.152421,-1757.624842,153.5038947,0.639894737,5155783.235,691972.9239,Hebron 9301
8373,3081.3756,2244.05161,29.42136842,172.2184211,174.0384211,1756.069947,1787.226737,-1757.698474,153.5143158,0.642315789,5155783.162,691972.9343,Hebron 9301
8374,3081.528,2244.18435,29.42052632,172.2263158,174.0463158,1756.144211,1787.301053,-1757.772105,153.5247368,0.644736842,5155783.088,691972.9447,Hebron 9301
8375,3081.6804,2244.3171,29.41968421,172.2342105,174.0542105,1756.218474,1787.375368,-1757.845737,153.5351579,0.647157895,5155783.014,691972.9552,Hebron 9301
8376,3081.8328,2244.44985,29.41884211,172.2421053,174.0621053,1756.292737,1787.449684,-1757.919368,153.5455789,0.649578947,5155782.941,691972.9656,Hebron 9301
8377,3081.9852,2244.5826,29.418,172.25,174.07,1756.367,1787.524,-1757.993,153.556,0.652,5155782.867,691972.976,Hebron 9301
8378,3082.1376,2244.71536,29.41715789,172.2578947,174.0778947,1756.441263,1787.598316,-1758.066632,153.5664211,0.654421053,5155782.793,691972.9864,Hebron 9301
8379,3082.29,2244.84811,29.41631579,172.2657895,174.0857895,1756.515526,1787.672632,-1758.140263,153.5768421,0.656842105,5155782.72,691972.9968,Hebron 9301
8380,3082.4424,2244.98086,29.41547368,172.2736842,174.0936842,1756.589789,1787.746947,-1758.213895,153.5872632,0.659263158,5155782.646,691973.0073,Hebron 9301
8381,3082.5948,2245.11362,29.41463158,172.2815789,174.1015789,1756.664053,1787.821263,-1758.287526,153.5976842,0.661684211,5155782.572,691973.0177,Hebron 9301
8382,3082.7472,2245.24638,29.41378947,172.2894737,174.1094737,1756.738316,1787.895579,-1758.361158,153.6081053,0.664105263,5155782.499,691973.0281,Hebron 9301
8383,3082.8996,2245.37914,29.41294737,172.2973684,174.1173684,1756.812579,1787.969895,-1758.434789,153.6185263,0.666526316,5155782.425,691973.0385,Hebron 9301
8384,3083.052,2245.51189,29.41210526,172.3052632,174.1252632,1756.886842,1788.044211,-1758.508421,153.6289474,0.668947368,5155782.352,691973.0489,Hebron 9301
8385,3083.2044,2245.64465,29.41126316,172.3131579,174.1331579,1756.961105,1788.118526,-1758.582053,153.6393684,0.671368421,5155782.278,691973.0594,Hebron 9301
8386,3083.3568,2245.77742,29.41042105,172.3210526,174.1410526,1757.035368,1788.192842,-1758.655684,153.6497895,0.673789474,5155782.204,691973.0698,Hebron 9301
8387,3083.5092,2245.91018,29.40957895,172.3289474,174.1489474,1757.109632,1788.267158,-1758.729316,153.6602105,0.676210526,5155782.131,691973.0802,Hebron 9301
8388,3083.6616,2246.04294,29.40873684,172.3368421,174.1568421,1757.183895,1788.341474,-1758.802947,153.6706316,0.678631579,5155782.057,691973.0906,Hebron 9301
8389,3083.814,2246.1757,29.40789474,172.3447368,174.1647368,1757.258158,1788.415789,-1758.876579,153.6810526,0.681052632,5155781.983,691973.1011,Hebron 9301
8390,3083.9664,2246.30847,29.40705263,172.3526316,174.1726316,1757.332421,1788.490105,-1758.950211,153.6914737,0.683473684,5155781.91,691973.1115,Hebron 9301
8391,3084.1188,2246.44124,29.40621053,172.3605263,174.1805263,1757.406684,1788.564421,-1759.023842,153.7018947,0.685894737,5155781.836,691973.1219,Hebron 9301
8392,3084.2712,2246.574,29.40536842,172.3684211,174.1884211,1757.480947,1788.638737,-1759.097474,153.7123158,0.688315789,5155781.763,691973.1323,Hebron 9301
8393,3084.4236,2246.70677,29.40452632,172.3763158,174.1963158,1757.555211,1788.713053,-1759.171105,153.7227368,0.690736842,5155781.689,691973.1427,Hebron 9301
8394,3084.576,2246.83954,29.40368421,172.3842105,174.2042105,1757.629474,1788.787368,-1759.244737,153.7331579,0.693157895,5155781.615,691973.1532,Hebron 9301
8395,3084.7284,2246.97231,29.40284211,172.3921053,174.2121053,1757.703737,1788.861684,-1759.318368,153.7435789,0.695578947,5155781.542,691973.1636,Hebron 9301
8396,3084.8808,2247.10509,29.402,172.4,174.22,1757.778,1788.936,-1759.392,153.754,0.698,5155781.468,691973.174,Hebron 9301
8397,3085.0332,2247.23786,29.40115789,172.4078947,174.2278947,1757.852263,1789.010316,-1759.465632,153.7644211,0.700421053,5155781.394,691973.1844,Hebron 9301
8398,3085.1856,2247.37063,29.40031579,172.4157895,174.2357895,1757.926526,1789.084632,-1759.539263,153.7748421,0.702842105,5155781.321,691973.1948,Hebron 9301
8399,3085.338,2247.50341,29.39947368,172.4236842,174.2436842,1758.000789,1789.158947,-1759.612895,153.7852632,0.705263158,5155781.247,691973.2053,Hebron 9301
8400,3085.4904,2247.63618,29.39863158,172.4315789,174.2515789,1758.075053,1789.233263,-1759.686526,153.7956842,0.707684211,5155781.173,691973.2157,Hebron 9301
8401,3085.6428,2247.76896,29.39778947,172.4394737,174.2594737,1758.149316,1789.307579,-1759.760158,153.8061053,0.710105263,5155781.1,691973.2261,Hebron 9301
8402,3085.7952,2247.90174,29.39694737,172.4473684,174.2673684,1758.223579,1789.381895,-1759.833789,153.8165263,0.712526316,5155781.026,691973.2365,Hebron 9301
8403,3085.9476,2248.03452,29.39610526,172.4552632,174.2752632,1758.297842,1789.456211,-1759.907421,153.8269474,0.714947368,5155780.953,691973.2469,Hebron 9301
8404,3086.1,2248.1673,29.39526316,172.4631579,174.2831579,1758.372105,1789.530526,-1759.981053,153.8373684,0.717368421,5155780.879,691973.2574,Hebron 9301
8405,3086.2524,2248.30008,29.39442105,172.4710526,174.2910526,1758.446368,1789.604842,-1760.054684,153.8477895,0.719789474,5155780.805,691973.2678,Hebron 9301
8406,3086.4048,2248.43286,29.39357895,172.4789474,174.2989474,1758.520632,1789.679158,-1760.128316,153.8582105,0.722210526,5155780.732,691973.2782,Hebron 9301
8407,3086.5572,2248.56565,29.39273684,172.4868421,174.3068421,1758.594895,1789.753474,-1760.201947,153.8686316,0.724631579,5155780.658,691973.2886,Hebron 9301
8408,3086.7096,2248.69843,29.39189474,172.4947368,174.3147368,1758.669158,1789.827789,-1760.275579,153.8790526,0.727052632,5155780.584,691973.2991,Hebron 9301
8409,3086.862,2248.83122,29.39105263,172.5026316,174.3226316,1758.743421,1789.902105,-1760.349211,153.8894737,0.729473684,5155780.511,691973.3095,Hebron 9301
8410,3087.0144,2248.964,29.39021053,172.5105263,174.3305263,1758.817684,1789.976421,-1760.422842,153.8998947,0.731894737,5155780.437,691973.3199,Hebron 9301
8411,3087.1668,2249.09679,29.38936842,172.5184211,174.3384211,1758.891947,1790.050737,-1760.496474,153.9103158,0.734315789,5155780.364,691973.3303,Hebron 9301
8412,3087.3192,2249.22958,29.38852632,172.5263158,174.3463158,1758.966211,1790.125053,-1760.570105,153.9207368,0.736736842,5155780.29,691973.3407,Hebron 9301
8413,3087.4716,2249.36237,29.38768421,172.5342105,174.3542105,1759.040474,1790.199368,-1760.643737,153.9311579,0.739157895,5155780.216,691973.3512,Hebron 9301
8414,3087.624,2249.49516,29.38684211,172.5421053,174.3621053,1759.114737,1790.273684,-1760.717368,153.9415789,0.741578947,5155780.143,691973.3616,Hebron 9301
8415,3087.7764,2249.62795,29.386,172.55,174.37,1759.189,1790.348,-1760.791,153.952,0.744,5155780.069,691973.372,Hebron 9301
8416,3087.9288,2249.76075,29.38515789,172.5578947,174.3778947,1759.263263,1790.422316,-1760.864632,153.9624211,0.746421053,5155779.995,691973.3824,Hebron 9301
8417,3088.0812,2249.89354,29.38431579,172.5657895,174.3857895,1759.337526,1790.496632,-1760.938263,153.9728421,0.748842105,5155779.922,691973.3928,Hebron 9301
8418,3088.2336,2250.02634,29.38347368,172.5736842,174.3936842,1759.411789,1790.570947,-1761.011895,153.9832632,0.751263158,5155779.848,691973.4033,Hebron 9301
8419,3088.386,2250.15913,29.38263158,172.5815789,174.4015789,1759.486053,1790.645263,-1761.085526,153.9936842,0.753684211,5155779.774,691973.4137,Hebron 9301
8420,3088.5384,2250.29193,29.38178947,172.5894737,174.4094737,1759.560316,1790.719579,-1761.159158,154.0041053,0.756105263,5155779.701,691973.4241,Hebron 9301
8421,3088.6908,2250.42473,29.38094737,172.5973684,174.4173684,1759.634579,1790.793895,-1761.232789,154.0145263,0.758526316,5155779.627,691973.4345,Hebron 9301
8422,3088.8432,2250.55753,29.38010526,172.6052632,174.4252632,1759.708842,1790.868211,-1761.306421,154.0249474,0.760947368,5155779.554,691973.4449,Hebron 9301
8423,3088.9956,2250.69033,29.37926316,172.6131579,174.4331579,1759.783105,1790.942526,-1761.380053,154.0353684,0.763368421,5155779.48,691973.4554,Hebron 9301
8424,3089.148,2250.82313,29.37842105,172.6210526,174.4410526,1759.857368,1791.016842,-1761.453684,154.0457895,0.765789474,5155779.406,691973.4658,Hebron 9301
8425,3089.3004,2250.95593,29.37757895,172.6289474,174.4489474,1759.931632,1791.091158,-1761.527316,154.0562105,0.768210526,5155779.333,691973.4762,Hebron 9301
8426,3089.4528,2251.08874,29.37673684,172.6368421,174.4568421,1760.005895,1791.165474,-1761.600947,154.0666316,0.770631579,5155779.259,691973.4866,Hebron 9301
